player_name,team_name,position,accurateCrosses,accurateCrossesPercentage,accurateFinalThirdPasses,accurateLongBalls,accurateLongBallsPercentage,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePasses,accuratePassesPercentage,aerialDuelsWon,aerialDuelsWonPercentage,aerialLost,appearances,assists,ballRecovery,bigChancesCreated,bigChancesMissed,blockedShots,cleanSheet,clearances,dispossessed,dribbledPast,duelLost,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,fouls,freeKickGoal,goalConversionPercentage,goals,goalsAssistsSum,goalsConceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,goalsFromInsideTheBox,goalsFromOutsideTheBox,goalsPrevented,groundDuelsWon,groundDuelsWonPercentage,headedGoals,highClaims,hitWoodwork,inaccuratePasses,interceptions,keyPasses,leftFootGoals,matchesStarted,minutesPlayed,offsides,ownGoals,passToAssist,penaltiesTaken,penaltyConceded,penaltyConversion,penaltyFaced,penaltyGoals,penaltySave,penaltyWon,possessionLost,possessionWonAttThird,punches,rating,redCards,rightFootGoals,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,saves,savesCaught,savesParried,scoringFrequency,setPieceConversion,shotFromSetPiece,shotsFromInsideTheBox,shotsFromOutsideTheBox,shotsOffTarget,shotsOnTarget,successfulDribbles,successfulDribblesPercentage,tackles,tacklesWon,tacklesWonPercentage,totalAttemptAssist,totalContest,totalCross,totalDuelsWon,totalDuelsWonPercentage,totalLongBalls,totalOppositionHalfPasses,totalOwnHalfPasses,totalPasses,totalShots,totwAppearances,touches,wasFouled,yellowCards
Matheus Cunha,Manchester United,F,8,18.18181818,239,19,52.77777778,393,199,592,80.1082544,27,40.90909091,39,28,2,106,3,4,22,2,17,47,16,164,0,0,2.58521899,5.9278,17,0,9.722222222,7,9,29,26,3,5,2,,118,48.55967078,0,0,3,147,16,27,0,24,2075,2,0,1,0,0,0,0,0,0,2,356,17,0,7.060714286,0,7,0,0,0,0,0,296.4285714,0,0,39,33,21,29,38,45.78313253,33,19,57.57575758,26,83,44,145,46.92556634,36,506,233,739,72,2,1281,48,1
Amad Diallo,Manchester United,F,10,25,281,22,68.75,446,245,691,88.36317136,9,36,16,25,2,100,5,4,14,3,25,21,17,103,0,0,3.5401729,4.6861,17,0,4.651162791,2,4,27,25,2,1,1,,102,53.96825397,1,0,1,91,15,38,1,22,1919,11,0,0,0,0,0,0,0,0,1,229,9,0,6.96,0,0,0,0,0,0,0,959.5,0,0,32,11,12,17,36,52.17391304,33,21,63.63636364,38,69,40,111,51.86915888,32,514,268,782,43,0,1222,33,2
Matthijs de Ligt,Manchester United,D,4,80,35,21,47.72727273,141,396,537,87.74509804,50,61.72839506,31,13,0,40,2,1,3,1,68,1,6,44,0,1,0.76599626,1.4559,6,0,9.090909091,1,1,20,18,2,1,0,,24,64.86486486,1,0,0,75,15,3,0,13,1170,0,0,0,0,0,0,0,0,0,0,89,1,0,6.953846154,0,0,0,0,0,0,0,1170,0,0,11,0,5,3,1,50,19,13,68.42105263,3,2,5,74,62.71186441,44,187,425,612,11,1,791,5,0
Senne Lammens,Manchester United,G,0,0,34,147,32.23684211,124,300,424,57.60869565,6,100,0,25,0,176,0,0,0,5,22,0,0,0,0,0,0.03511233,,0,0,0,0,0,32,29,3,0,0,3.115,3,100,0,24,0,312,0,0,0,25,2250,0,0,0,0,0,0,4,0,0,0,320,0,13,6.932,0,0,36,21,57,1,9,0,0,0,0,0,0,0,0,0,1,1,100,0,0,0,9,100,456,388,348,736,0,0,916,3,0
Patrick Dorgu,Manchester United,M,15,27.77777778,121,6,35.29411765,201,154,355,75.85470085,42,54.54545455,35,22,3,72,5,2,5,2,31,21,15,113,0,0,1.4381283,1.8222,19,0,14.28571429,3,6,20,19,1,2,1,,98,55.68181818,0,0,1,113,14,24,3,14,1349,7,0,0,0,0,0,0,0,0,0,250,3,0,6.923809524,0,0,0,0,0,0,0,449.6666667,0,0,15,6,8,8,10,28.57142857,47,31,65.95744681,24,35,54,140,55.33596838,17,285,183,468,21,1,912,42,5
Bryan Mbeumo,Manchester United,M,30,33.70786517,254,13,50,380,168,548,78.84892086,11,14.1025641,67,26,3,75,5,10,8,0,12,26,12,157,0,1,4.31965464,8.1948,20,0,15,9,12,33,29,4,9,0,,63,41.17647059,1,0,1,147,7,40,5,26,2196,7,0,0,0,0,0,0,0,0,1,350,19,0,6.880769231,0,3,0,0,0,0,0,244,0,0,45,15,22,30,14,30.43478261,23,10,43.47826087,40,46,89,74,32.03463203,26,501,194,695,60,2,1149,26,4
Noussair Mazraoui,Manchester United,D,4,33.33333333,106,16,55.17241379,194,127,321,88.18681319,12,52.17391304,11,15,0,30,0,0,3,0,35,1,2,28,0,2,0.29045344,0.1733,8,0,0,0,0,7,6,1,0,0,,31,64.58333333,0,0,0,43,8,3,0,7,653,0,0,1,0,0,0,0,0,0,0,69,2,0,6.88,0,0,0,0,0,0,0,0,0,0,1,3,1,0,6,50,16,9,56.25,2,12,12,43,60.56338028,29,221,143,364,4,0,540,9,3
Diogo Dalot,Manchester United,M,15,29.41176471,243,34,61.81818182,450,386,836,84.87309645,42,68.85245902,19,29,3,114,5,3,3,4,74,16,17,81,1,2,2.37226979,1.605,22,0,4.761904762,1,4,35,32,3,1,0,,67,51.9379845,0,0,0,149,25,27,0,25,2236,4,0,0,0,0,0,0,0,0,0,303,9,0,6.85862069,0,1,0,0,0,0,0,2236,0,0,13,8,12,6,16,69.56521739,40,26,65,27,23,51,109,57.36842105,55,552,433,985,21,2,1559,12,5
Mason Mount,Manchester United,M,1,5.555555556,124,19,59.375,188,68,256,79.25696594,5,27.77777778,13,18,0,43,1,1,6,0,4,11,10,54,0,0,1.40211272,1.4878,12,0,16.66666667,3,3,14,12,2,2,1,,28,40.57971014,0,0,1,67,3,13,0,10,820,0,0,0,0,0,0,0,0,0,1,117,9,0,6.85,0,3,0,0,0,0,0,273.3333333,0,1,12,6,7,5,5,38.46153846,14,8,57.14285714,13,13,18,33,37.93103448,32,235,88,323,18,0,453,9,0
Harry Maguire,Manchester United,D,1,50,47,28,37.33333333,196,359,555,86.44859813,47,78.33333333,13,18,1,45,1,1,2,3,71,2,2,30,1,0,0.21427547,0.8107,13,0,10,1,2,14,13,1,1,0,,26,60.46511628,1,0,1,87,9,2,0,14,1217,0,0,0,0,2,0,0,0,0,0,93,2,0,6.8,1,0,0,0,0,0,0,1217,0,0,10,0,6,2,0,0,12,9,75,2,1,2,73,70.87378641,75,257,385,642,10,0,789,14,3
Ayden Heaven,Manchester United,D,0,0,26,12,60,88,245,333,90.73569482,17,62.96296296,10,14,1,33,1,1,1,1,52,1,4,21,0,0,0.16843562,0.3454,5,0,0,0,1,12,10,2,0,0,,24,68.57142857,0,0,0,34,1,2,0,8,668,0,1,0,0,0,0,0,0,0,0,39,1,0,6.8,0,0,0,0,0,0,0,0,0,0,3,0,2,0,3,75,16,9,56.25,2,4,1,41,66.12903226,20,111,256,367,3,0,471,5,2
Kobbie Mainoo,Manchester United,M,4,33.33333333,178,15,60,398,233,631,89.88603989,13,38.23529412,21,22,2,63,0,0,3,3,19,23,7,72,0,1,0.84820915,0.2363,8,0,0,0,2,17,14,3,0,0,,53,50.96153846,0,0,0,71,7,17,0,10,1130,1,0,0,0,0,0,0,0,0,0,140,8,0,6.766666667,0,0,0,0,0,0,0,0,0,0,0,8,3,2,11,44,26,11,42.30769231,17,25,12,66,47.82608696,25,449,253,702,8,0,917,16,0
Benjamin Šeško,Manchester United,F,0,0,51,4,80,111,67,178,69.26070039,54,50.46728972,53,26,1,30,0,11,8,1,14,24,2,109,0,0,0.22880222,7.1679,15,0,16.98113208,9,10,26,23,3,9,0,,15,21.12676056,1,0,3,79,3,8,1,13,1332,5,0,0,0,0,0,0,0,0,0,158,4,0,6.723076923,0,7,0,0,0,0,0,148,0,0,48,5,17,28,6,25,5,3,60,8,24,2,69,38.76404494,5,176,81,257,53,1,470,4,2
Manuel Ugarte,Manchester United,M,0,0,90,12,50,205,173,378,84.75336323,10,45.45454545,12,21,0,50,0,1,3,1,17,11,16,63,0,1,0.18333629,0.4906,22,0,0,0,0,21,20,1,0,0,,62,54.86725664,0,0,0,68,18,3,0,7,810,0,0,0,0,0,0,0,0,0,0,93,1,0,6.661904762,0,0,0,0,0,0,0,0,0,0,4,7,7,1,7,77.77777778,43,26,60.46511628,3,9,0,72,53.33333333,24,253,193,446,11,0,617,12,1
Luke Shaw,Manchester United,D,6,13.33333333,266,48,47.52475248,613,667,1280,86.8385346,52,52,48,31,1,88,1,0,3,3,70,5,14,114,0,1,1.49265982,0.5033,38,0,0,0,1,39,37,2,0,0,,77,53.84615385,0,0,0,194,33,15,0,31,2626,0,0,0,0,0,0,0,0,0,0,295,4,0,6.622580645,0,0,0,0,0,0,0,0,0,0,3,2,0,2,6,40,60,35,58.33333333,15,15,45,129,53.08641975,101,727,747,1474,5,0,1945,11,5
Leny Yoro,Manchester United,D,1,33.33333333,127,35,49.29577465,322,488,810,88.52459016,38,54.28571429,32,28,0,65,0,2,1,1,74,5,7,61,0,2,0.44335457,1.1364,16,0,0,0,0,30,27,3,0,0,,35,54.6875,0,0,0,105,25,3,0,17,1624,2,0,0,0,1,0,0,0,0,0,131,2,0,6.618518519,0,0,0,0,0,0,0,0,0,0,7,0,4,2,1,50,31,20,64.51612903,3,2,3,73,54.47761194,71,383,532,915,7,0,1135,3,1
Shea Lacey,Manchester United,M,0,0,0,0,0,2,1,3,100,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0.00033481,0.07,0,0,0,0,0,0,0,0,0,0,,2,66.66666667,0,0,1,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,3,0,0,6.6,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,100,1,1,100,0,1,0,2,66.66666667,0,2,1,3,3,0,12,0,0
Tyler Fredricson,Manchester United,D,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3,0,0
Altay Bay?nd?r,Manchester United,G,0,0,13,31,31,25,82,107,60.4519774,1,100,0,6,0,39,1,0,0,0,7,0,1,1,1,0,0.04160964,,0,0,0,0,0,11,10,1,0,0,-0.8378,4,80,0,4,0,70,0,1,0,6,540,0,0,0,0,0,0,0,0,0,0,72,0,1,6.6,0,0,11,2,13,0,2,0,0,0,0,0,0,0,1,100,0,0,0,1,1,0,5,83.33333333,100,86,91,177,0,0,225,3,0
Jack Fletcher,Manchester United,M,0,0,4,2,66.66666667,23,14,37,82.22222222,1,20,4,3,0,4,0,0,0,0,0,4,0,11,0,0,0.03119804,0.0348,2,0,0,0,0,0,0,0,0,0,,6,46.15384615,0,0,0,8,1,2,0,0,107,0,0,0,0,0,0,0,0,0,0,16,0,0,6.566666667,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,2,40,2,1,0,7,38.88888889,3,27,18,45,1,0,63,1,0
Joshua Zirkzee,Manchester United,F,2,40,40,2,40,91,65,156,75.36231884,17,40.47619048,25,18,1,16,2,4,5,0,8,10,1,47,0,0,0.32748187,2.3854,8,0,9.523809524,2,3,8,7,1,1,1,,17,43.58974359,0,0,0,51,1,10,2,4,550,1,0,0,0,0,0,0,0,0,0,99,2,0,6.533333333,0,0,0,0,0,0,0,275,0,0,18,3,9,7,5,62.5,8,5,62.5,10,8,5,34,41.97530864,5,128,79,207,21,0,331,4,1
Bendito Mantato,Manchester United,M,0,0,1,0,0,4,1,5,100,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.00757657,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,2,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,4,1,5,0,0,8,0,0
Tyrell Malacia,Manchester United,D,0,0,1,0,0,3,2,5,71.42857143,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0.0011053,,0,0,0,0,0,1,1,0,0,0,,1,100,0,0,0,2,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,2,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,100,2,5,2,7,0,0,12,0,0
Tyler Fletcher,Manchester United,M,0,0,1,0,0,5,2,7,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00537702,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7,0,0,7,0,0
Youri Tielemans,Aston Villa,M,9,30,220,42,63.63636364,442,255,697,84.58737864,14,48.27586207,15,18,4,71,4,2,6,2,13,11,16,67,0,1,2.6121743,0.9934,22,0,0,0,4,17,15,2,0,0,,75,59.05511811,0,0,0,127,11,27,0,15,1322,1,0,0,0,0,0,0,0,0,0,187,7,0,7.15,0,0,0,0,0,0,0,0,0,0,7,10,7,4,9,69.23076923,40,24,60,27,13,30,89,57.05128205,66,540,284,824,17,1,1072,27,0
Boubacar Kamara,Aston Villa,M,0,0,198,31,67.39130435,392,330,722,88.26405868,36,64.28571429,20,18,3,65,0,2,3,2,20,15,19,88,0,3,0.86047139,0.4904,17,0,14.28571429,1,4,15,14,1,0,1,,80,54.05405405,0,0,0,96,18,15,1,17,1418,0,0,0,0,0,0,0,0,0,0,145,5,0,7.122222222,0,0,0,0,0,0,0,1418,0,0,5,2,0,4,14,45.16129032,37,17,45.94594595,15,31,2,116,56.8627451,46,461,357,818,7,0,1048,30,5
Amadou Onana,Aston Villa,M,0,0,115,40,64.51612903,307,343,650,86.89839572,42,68.85245902,19,22,0,64,0,3,3,3,56,10,10,62,1,1,0.64819187,1.4001,17,0,12.5,2,2,22,20,2,1,1,,69,61.60714286,1,0,0,98,23,5,0,19,1579,0,0,0,0,0,0,0,0,0,0,136,4,0,7.063636364,0,1,0,0,0,0,0,789.5,0,0,9,7,7,6,6,50,43,27,62.79069767,5,12,0,111,64.16184971,62,381,367,748,16,1,1021,23,2
Ross Barkley,Aston Villa,M,0,0,82,10,71.42857143,129,89,218,87.5502008,13,68.42105263,6,14,0,25,3,0,3,0,7,6,4,22,0,0,1.15361213,0.6815,3,0,18.18181818,2,2,6,6,0,2,0,,19,54.28571429,1,0,0,31,2,7,1,2,406,0,0,0,0,0,0,0,0,0,0,47,1,0,7.021428571,0,0,0,0,0,0,0,203,0,0,4,7,4,4,6,66.66666667,9,8,88.88888889,7,9,0,32,59.25925926,14,150,99,249,11,1,323,4,0
Ezri Konsa,Aston Villa,D,1,20,166,51,57.30337079,593,1147,1740,95.13395298,29,58,21,30,0,90,1,1,4,8,107,5,4,45,1,1,0.55244841,1.2416,11,0,0,0,0,36,32,4,0,0,,57,70.37037037,0,0,1,89,23,5,0,30,2676,0,0,0,0,0,0,0,0,0,0,117,3,0,7.006666667,1,0,0,0,0,0,0,0,0,0,11,0,5,2,7,63.63636364,20,7,35,5,11,5,86,65.64885496,89,650,1179,1829,11,0,2134,32,0
Emiliano Martínez,Aston Villa,G,0,0,37,141,35.33834586,108,624,732,73.4939759,14,93.33333333,1,27,0,224,1,0,0,7,25,0,0,1,3,2,0.08369305,,0,0,0,0,0,29,25,4,0,0,3.2959,11,100,0,40,0,264,0,1,0,27,2385,0,0,0,0,0,0,1,0,1,0,271,0,9,6.937037037,0,0,44,31,76,1,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25,96.15384615,399,316,680,996,0,3,1276,16,2
Matty Cash,Aston Villa,D,23,21.9047619,272,47,41.22807018,515,457,972,85.3380158,28,56,22,28,2,74,4,0,7,8,75,13,25,104,1,1,2.69045206,1.1357,37,0,11.11111111,3,5,27,25,2,1,2,,85,50.89820359,0,0,1,167,18,24,1,28,2446,3,0,0,0,0,0,0,0,0,0,351,3,0,6.935714286,0,2,0,0,0,0,0,815.3333333,0,0,9,18,11,9,11,61.11111111,51,23,45.09803922,24,18,105,113,52.07373272,114,629,510,1139,27,3,1773,25,7
John McGinn,Aston Villa,M,16,25.3968254,172,30,55.55555556,312,180,492,82,9,39.13043478,14,24,2,73,4,3,5,2,13,41,14,110,0,0,2.12531076,2.5751,25,0,20,4,6,22,19,3,1,3,,78,44.82758621,0,0,0,108,11,27,4,23,1735,0,0,0,0,0,0,0,0,0,0,252,17,0,6.858333333,0,0,0,0,0,0,0,433.75,0,0,9,11,7,8,10,38.46153846,27,15,55.55555556,27,26,63,87,44.16243655,54,396,204,600,20,1,946,41,3
Douglas Luiz,Aston Villa,M,11,26.19047619,126,24,57.14285714,257,240,497,89.38848921,7,53.84615385,6,16,0,48,2,2,3,0,8,3,6,32,0,1,1.39112824,0.4908,12,0,10,1,1,13,9,4,1,0,,38,59.375,0,0,0,59,12,18,0,11,823,0,0,0,0,1,0,0,0,0,0,120,3,0,6.85625,0,1,0,0,0,0,0,823,0,0,4,6,3,4,5,45.45454545,21,11,52.38095238,18,11,42,45,58.44155844,42,304,252,556,10,0,733,12,2
Pau Torres,Aston Villa,D,0,0,121,40,40.81632653,334,517,851,88.92371996,22,57.89473684,16,17,0,71,0,0,1,4,55,3,9,36,2,2,0.34413894,0.5686,4,0,0,0,0,15,14,1,0,0,,29,59.18367347,0,0,0,106,11,1,0,15,1389,0,1,0,0,0,0,0,0,0,0,130,3,0,6.852941176,0,0,0,0,0,0,0,0,0,0,7,0,6,0,6,60,19,12,63.15789474,1,10,4,51,58.62068966,98,413,544,957,7,0,1113,4,0
Emiliano Buendía,Aston Villa,M,0,0,190,19,55.88235294,277,176,453,81.03756708,20,38.46153846,32,29,2,92,2,2,13,0,17,30,18,130,0,1,1.93559902,2.9224,34,1,12.5,5,7,19,18,1,2,3,,79,44.63276836,0,0,1,106,9,23,1,18,1475,1,0,0,0,0,0,0,0,0,0,193,13,0,6.844827586,0,4,0,0,0,0,0,295,25,4,15,25,18,9,8,29.62962963,38,20,52.63157895,23,27,8,99,43.23144105,34,358,201,559,40,3,879,33,6
Morgan Rogers,Aston Villa,M,3,6.818181818,322,34,61.81818182,452,218,670,75.7918552,24,31.57894737,52,31,5,114,10,3,21,7,27,66,19,241,0,2,3.47496349,5.7986,38,1,11.11111111,8,13,37,33,4,5,3,,106,35.93220339,0,0,2,214,11,40,1,31,2757,3,0,0,0,1,0,0,0,0,0,513,20,0,6.838709677,0,7,0,0,0,0,0,344.625,25,4,41,31,21,30,34,33.66336634,32,18,56.25,40,101,44,130,35.04043127,55,618,266,884,72,3,1504,40,6
Lucas Digne,Aston Villa,D,28,31.81818182,159,10,19.23076923,283,224,507,80.34865293,28,56,22,26,4,57,2,0,5,5,51,8,12,60,2,0,2.71905613,0.6278,11,0,0,0,4,17,14,3,0,0,,44,53.65853659,0,0,1,124,12,21,0,18,1572,3,0,0,0,0,0,0,0,0,0,248,1,0,6.769230769,0,0,0,0,0,0,0,0,0,4,5,7,2,5,4,36.36363636,29,22,75.86206897,21,11,88,72,54.54545455,52,356,275,631,12,0,1041,11,3
Ollie Watkins,Aston Villa,F,2,33.33333333,134,3,50,203,81,284,72.08121827,33,38.37209302,53,30,1,42,1,15,19,3,12,34,3,143,0,0,1.16067732,10.3301,28,0,14.51612903,9,10,30,26,4,8,1,,68,43.03797468,2,0,2,110,6,16,2,27,2305,18,0,0,0,0,0,0,0,0,0,236,13,0,6.736666667,0,5,0,0,0,0,0,256.1111111,0,0,53,9,16,27,21,43.75,19,12,63.15789474,16,48,6,101,41.39344262,6,288,106,394,62,2,734,28,3
Tyrone Mings,Aston Villa,D,0,0,65,28,42.42424242,206,363,569,89.32496075,31,57.40740741,23,13,0,29,1,1,4,3,62,2,1,33,0,0,0.3772562,1.0745,5,0,0,0,0,15,14,1,0,0,,9,47.36842105,0,0,0,68,8,5,0,11,963,0,0,0,0,0,0,0,0,0,0,80,0,0,6.730769231,0,0,0,0,0,0,0,0,0,0,7,0,3,0,2,50,4,2,50,5,4,3,40,54.79452055,66,253,384,637,7,0,770,5,0
Jadon Sancho,Aston Villa,M,3,14.28571429,154,1,50,216,69,285,85.07462687,3,42.85714286,4,19,2,21,3,1,6,0,9,9,7,35,0,1,1.88665095,0.6009,3,0,0,0,2,5,5,0,0,0,,21,40.38461538,0,0,0,50,2,21,0,8,771,2,0,0,0,0,0,0,0,0,0,109,1,0,6.726315789,0,0,0,0,0,0,0,0,0,0,8,2,1,3,13,52,6,3,50,21,25,21,24,40.6779661,2,258,77,335,10,0,468,2,0
Victor Lindelöf,Aston Villa,D,0,0,27,11,64.70588235,85,281,366,94.57364341,8,61.53846154,5,12,1,13,1,0,0,1,24,1,2,9,0,0,0.07365166,0.0312,1,0,0,0,1,9,7,2,0,0,,4,50,0,0,0,21,4,2,0,6,613,0,0,0,0,0,0,0,0,0,0,24,0,0,6.716666667,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,1,25,2,0,0,12,57.14285714,17,95,292,387,1,0,440,0,0
Donyell Malen,Aston Villa,F,2,28.57142857,40,1,20,58,15,73,77.65957447,3,30,7,21,1,10,0,5,6,0,2,13,2,36,0,0,0.34406701,4.0372,2,0,14.81481481,4,5,10,8,2,4,0,,18,38.29787234,0,0,1,21,0,7,0,5,680,1,0,0,0,0,0,0,0,0,0,65,1,0,6.647619048,0,4,0,0,0,0,0,170,0,0,22,5,12,9,8,40,4,3,75,7,20,7,21,36.84210526,5,74,20,94,27,1,206,6,0
Ian Maatsen,Aston Villa,D,10,21.73913043,189,23,67.64705882,287,241,528,85.99348534,15,60,10,24,0,73,3,1,5,2,51,20,18,79,0,1,1.8640305,1.0711,11,0,0,0,0,20,19,1,0,0,,68,49.6350365,0,0,0,86,13,20,0,13,1265,1,0,0,0,0,0,0,0,0,0,224,3,0,6.626086957,0,0,0,0,0,0,0,0,0,0,11,6,8,4,17,45.94594595,36,28,77.77777778,20,37,46,83,51.2345679,34,342,272,614,17,0,1039,15,2
Leon Bailey,Aston Villa,M,4,26.66666667,52,1,50,63,19,82,77.35849057,4,50,4,9,1,23,0,0,3,0,2,7,4,37,0,0,1.20996422,0.3028,5,0,0,0,1,8,7,1,0,0,,15,31.25,0,0,0,24,1,9,0,2,336,1,0,0,0,0,0,0,0,0,0,74,3,0,6.6,0,0,0,0,0,0,0,0,0,0,4,2,2,1,4,19.04761905,7,4,57.14285714,9,21,15,19,33.92857143,2,83,23,106,6,0,194,4,1
Alysson,Aston Villa,M,0,0,9,0,0,10,4,14,82.35294118,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0.04564256,0.0455,0,0,0,0,0,2,2,0,0,0,,3,100,0,0,0,3,1,0,0,0,56,0,0,0,0,0,0,0,0,0,0,9,0,0,6.6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,100,0,0,0,0,2,2,3,100,1,13,4,17,1,0,30,1,0
George Hemmings,Aston Villa,M,0,0,3,1,100,12,5,17,100,0,0,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0.00926846,0.0381,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,5,17,1,0,20,0,0
Jamaldeen Jimoh,Aston Villa,M,0,0,1,0,0,2,4,6,85.71428571,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.00260031,,0,0,0,0,0,0,0,0,0,0,,1,50,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,50,0,2,5,7,0,0,11,1,0
Lamare Bogarde,Aston Villa,M,1,50,84,6,37.5,184,196,380,89.20187793,8,34.7826087,15,24,0,33,0,0,0,1,20,6,5,45,1,2,0.19126478,,14,0,0,0,0,13,11,2,0,0,,39,56.52173913,0,0,0,46,3,2,0,8,857,0,0,0,0,0,0,0,0,0,0,72,2,0,6.591304348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,28.57142857,20,13,65,2,7,2,47,51.08695652,16,213,213,426,0,0,557,17,5
Tammy Abraham,Aston Villa,F,0,0,9,0,0,14,6,20,60.60606061,4,50,4,8,0,4,1,2,3,0,2,1,1,7,0,0,0.36209376,1.2553,1,0,14.28571429,1,1,4,4,0,1,0,,3,50,0,0,1,13,0,4,0,1,206,0,0,0,0,0,0,0,0,0,0,17,1,0,6.5625,0,1,0,0,0,0,0,206,0,0,6,1,2,2,0,0,3,1,33.33333333,4,0,0,7,50,1,23,10,33,7,0,54,0,0
Marco Bizot,Aston Villa,G,0,0,2,23,38.98305085,13,113,126,77.77777778,1,100,0,5,0,41,0,0,0,1,6,0,0,1,1,0,0.00266433,,1,0,0,0,0,8,8,0,0,0,-0.4584,1,50,0,6,0,36,0,0,0,4,405,0,0,0,0,1,0,1,0,0,0,37,0,3,6.54,0,0,8,5,13,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,66.66666667,59,41,121,162,0,1,212,1,2
Harvey Elliott,Aston Villa,M,1,33.33333333,41,1,20,59,10,69,84.14634146,1,50,1,5,0,4,0,0,4,0,1,0,0,2,0,0,0.09142751,0.291,0,0,0,0,0,2,2,0,0,0,,2,66.66666667,0,0,0,13,0,1,0,1,117,0,0,0,0,0,0,0,0,0,0,18,1,0,6.52,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,1,1,3,3,60,5,69,13,82,5,0,103,2,0
Andrés García,Aston Villa,D,0,0,5,0,0,14,9,23,100,0,0,0,4,0,2,0,0,0,0,0,1,1,3,0,0,0.01392235,,0,0,0,0,0,2,0,2,0,0,,1,25,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,8,0,0,6.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,0,1,4,1,25,0,14,9,23,0,0,36,0,0
Bradley Burrowes,Aston Villa,M,0,0,1,0,0,1,2,3,60,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0.00093143,,0,0,0,0,0,1,1,0,0,0,,1,33.33333333,0,0,0,2,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,6,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,33.33333333,0,2,3,5,0,0,12,1,0
Virgil van Dijk,Liverpool,D,0,0,372,126,49.60629921,1000,1086,2086,89.14529915,147,75.77319588,47,31,0,69,0,6,4,9,233,1,1,60,2,1,1.1052885,2.6574,14,0,13.63636364,3,3,42,35,7,3,0,,37,74,2,0,0,254,20,11,0,31,2790,1,0,0,0,1,0,0,0,0,0,274,1,0,7.261290323,0,0,0,0,0,0,0,930,0,0,20,2,8,10,2,100,20,11,55,11,2,1,184,75.40983607,254,1204,1136,2340,22,3,2732,15,4
